,EdgeID,startCoords,endCoords,distance
684,9214,"(37.605534000000006, -122.01531200000001)","(37.601406, -122.011551)",0.005584
685,9222,"(37.601406, -122.011551)","(37.595859999999995, -122.0065)",0.007502
686,9223,"(37.667336, -122.40601299999999)","(37.651894, -122.40612)",0.015442
687,9224,"(37.651894, -122.40612)","(37.639713, -122.402603)",0.012678
688,9225,"(37.639713, -122.402603)","(37.625549, -122.397636)",0.01501
689,9226,"(37.625549, -122.397636)","(37.613167, -122.387627)",0.015922
690,9227,"(37.613167, -122.387627)","(37.599922, -122.374969)",0.01832
691,9228,"(37.599922, -122.374969)","(37.592678, -122.36556999999999)",0.011867
692,9231,"(37.595859999999995, -122.0065)","(37.586857, -121.994377)",0.0151
693,9232,"(37.592678, -122.36556999999999)","(37.592273999999996, -122.365044)",0.000664
694,9233,"(37.592273999999996, -122.365044)","(37.580296000000004, -122.349503)",0.019621
695,9245,"(37.584846, -122.394623)","(37.581016999999996, -122.391029)",0.005252
696,9246,"(37.581016999999996, -122.391029)","(37.578967999999996, -122.38910700000001)",0.002809
697,9247,"(37.580296000000004, -122.349503)","(37.57962, -122.334869)",0.014649
698,9248,"(37.580296000000004, -122.349503)","(37.560276, -122.33944699999999)",0.022403
699,9249,"(37.586857, -121.994377)","(37.578323, -121.977448)",0.018959
700,9250,"(37.578323, -121.977448)","(37.57708, -121.97551000000001)",0.002303
701,9251,"(37.57708, -121.97551000000001)","(37.569183, -121.965553)",0.012708
702,9252,"(37.578967999999996, -122.38910700000001)","(37.575161, -122.386703)",0.004502
703,9253,"(37.575161, -122.386703)","(37.567062, -122.38155400000001)",0.009597
704,9254,"(37.575092, -121.954453)","(37.577599, -121.95039399999999)",0.00477
705,9255,"(37.575092, -121.954453)","(37.568951, -121.964417)",0.011705
706,9256,"(37.577599, -121.95039399999999)","(37.581547, -121.932823)",0.018009
707,9257,"(37.581547, -121.932823)","(37.583679, -121.91478700000002)",0.018162
708,9258,"(37.583679, -121.91478700000002)","(37.586040000000004, -121.90516699999999)",0.009906
709,9280,"(37.571892, -122.264214)","(37.568996000000006, -122.26714299999999)",0.004119
710,9281,"(37.568996000000006, -122.26714299999999)","(37.568626, -122.26748700000002)",0.000505
711,9282,"(37.568951, -121.964417)","(37.569183, -121.965553)",0.00116
712,9283,"(37.568951, -121.964417)","(37.556721, -121.94963100000001)",0.019188
713,9284,"(37.568626, -122.26748700000002)","(37.563454, -122.27243)",0.007155
714,9285,"(37.567062, -122.38155400000001)","(37.56345, -122.37924199999999)",0.004289
715,9286,"(37.563778000000006, -122.029587)","(37.580845000000004, -122.041496)",0.020811
716,9287,"(37.563778000000006, -122.029587)","(37.553196, -122.022217)",0.012896
717,9288,"(37.580845000000004, -122.041496)","(37.59903, -122.05396299999998)",0.022048
718,9289,"(37.56345, -122.37924199999999)","(37.554615000000005, -122.37359599999999)",0.010485
719,9290,"(37.556721, -121.94963100000001)","(37.554474, -121.94690700000001)",0.003531
720,9291,"(37.55529, -122.29531100000001)","(37.558155, -122.28466)",0.011029
721,9292,"(37.55529, -122.29531100000001)","(37.565979, -122.30444299999999)",0.014059
722,9293,"(37.55529, -122.29531100000001)","(37.554062, -122.299889)",0.00474
723,9294,"(37.55529, -122.29531100000001)","(37.547798, -122.288918)",0.009849
724,9295,"(37.558155, -122.28466)","(37.563454, -122.27243)",0.013328
725,9296,"(37.57962, -122.334869)","(37.574005, -122.316727)",0.018992
726,9297,"(37.574005, -122.316727)","(37.565979, -122.30444299999999)",0.014673
727,9298,"(37.553196, -122.022217)","(37.538319, -122.01748700000002)",0.015611
728,9299,"(37.553196, -122.022217)","(37.539158, -121.997597)",0.028341
729,9300,"(37.560276, -122.33944699999999)","(37.552997999999995, -122.33486200000002)",0.008602
730,9301,"(37.552997999999995, -122.33486200000002)","(37.550896, -122.333527)",0.00249
731,9302,"(37.550896, -122.333527)","(37.545165999999995, -122.32991799999999)",0.006771
732,9303,"(37.554474, -121.94690700000001)","(37.550568, -121.941383)",0.006765
733,9304,"(37.550568, -121.941383)","(37.543339, -121.931152)",0.012527
734,9305,"(37.550568, -121.941383)","(37.542545000000004, -121.948509)",0.01073
735,9306,"(37.554615000000005, -122.37359599999999)","(37.546555, -122.366577)",0.010688
736,9307,"(37.546555, -122.366577)","(37.545975, -122.36608100000001)",0.000763
737,9308,"(37.545975, -122.36608100000001)","(37.545497999999995, -122.365753)",0.000579
738,9309,"(37.545497999999995, -122.365753)","(37.511528000000006, -122.34243799999999)",0.041201
739,9310,"(37.545165999999995, -122.32991799999999)","(37.534256, -122.32186100000001)",0.013562
740,9311,"(37.544643, -122.310043)","(37.547127, -122.308502)",0.002923
741,9312,"(37.544643, -122.310043)","(37.540165, -122.312721)",0.005218
742,9313,"(37.547127, -122.308502)","(37.554062, -122.299889)",0.011058
743,9314,"(37.543339, -121.931152)","(37.539944, -121.926353)",0.005878
744,9321,"(37.566097, -121.894127)","(37.552029, -121.90823400000001)",0.019923
745,9322,"(37.552029, -121.90823400000001)","(37.541096, -121.91523000000001)",0.01298
746,9323,"(37.541096, -121.91523000000001)","(37.534321000000006, -121.918777)",0.007648
747,9324,"(37.540165, -122.312721)","(37.538879, -122.31471299999998)",0.00237
748,9325,"(37.539944, -121.926353)","(37.537479, -121.922859)",0.004276
749,9326,"(37.542545000000004, -121.948509)","(37.538933, -121.94888300000001)",0.003632
750,9327,"(37.538933, -121.94888300000001)","(37.533302, -121.949448)",0.005659
751,9328,"(37.538879, -122.31471299999998)","(37.534256, -122.32186100000001)",0.008514
752,9329,"(37.538319, -122.01748700000002)","(37.535526000000004, -122.016602)",0.002929
753,9330,"(37.535526000000004, -122.016602)","(37.515587, -121.98024)",0.04147
754,9331,"(37.534321000000006, -121.918777)","(37.532084999999995, -121.919937)",0.002518
755,9332,"(37.534256, -122.32186100000001)","(37.531101, -122.327347)",0.006328
756,9333,"(37.534256, -122.32186100000001)","(37.519852, -122.30716699999999)",0.020577
757,9334,"(37.537479, -121.922859)","(37.533749, -121.92085300000001)",0.004236
758,9335,"(37.533749, -121.92085300000001)","(37.532084999999995, -121.919937)",0.001899
759,9336,"(37.532084999999995, -121.919937)","(37.526924, -121.91945600000001)",0.005184
760,9348,"(37.525826, -122.329323)","(37.531101, -122.327347)",0.005634
761,9349,"(37.525826, -122.329323)","(37.523663, -122.33011599999999)",0.002304
762,9350,"(37.533302, -121.949448)","(37.524136, -121.944847)",0.010256
763,9351,"(37.524136, -121.944847)","(37.519905, -121.942741)",0.004726
764,9352,"(37.519905, -121.942741)","(37.507397, -121.93457)",0.014941
765,9353,"(37.547798, -122.288918)","(37.531357, -122.27500900000001)",0.021535
766,9354,"(37.531357, -122.27500900000001)","(37.519115, -122.264076)",0.016413
767,9355,"(37.519115, -122.264076)","(37.514927, -122.258743)",0.006781
768,9356,"(37.514927, -122.258743)","(37.501335, -122.24140200000001)",0.022033
769,9357,"(37.519852, -122.30716699999999)","(37.513058, -122.300423)",0.009573
770,9358,"(37.513058, -122.300423)","(37.510193, -122.29756200000001)",0.004049
771,9359,"(37.511528000000006, -122.34243799999999)","(37.507278, -122.339317)",0.005272
772,9361,"(37.539158, -121.997597)","(37.526993, -121.980659)",0.020853
773,9362,"(37.526993, -121.980659)","(37.510345, -121.954102)",0.031344
774,9363,"(37.510345, -121.954102)","(37.50906, -121.95268999999999)",0.001909
775,9366,"(37.507938, -121.966881)","(37.515587, -121.98024)",0.015394
776,9367,"(37.507938, -121.966881)","(37.506771, -121.964844)",0.002348
777,9373,"(37.505966, -122.33213)","(37.50914, -122.33191699999999)",0.003181
778,9374,"(37.505966, -122.33213)","(37.507278, -122.339317)",0.007306
779,9375,"(37.505966, -122.33213)","(37.502022, -122.318863)",0.013841
780,9376,"(37.50914, -122.33191699999999)","(37.517029, -122.32946799999999)",0.00826
781,9377,"(37.517029, -122.32946799999999)","(37.523663, -122.33011599999999)",0.006665
782,9576,"(37.50415, -122.47039)","(37.508305, -122.48074299999999)",0.011155
783,9577,"(37.508305, -122.48074299999999)","(37.509388, -122.48224599999999)",0.001853
784,9578,"(37.509388, -122.48224599999999)","(37.525265000000005, -122.508362)",0.030563
785,9579,"(37.525265000000005, -122.508362)","(37.534012, -122.513283)",0.010036
786,9580,"(37.534012, -122.513283)","(37.550262, -122.508926)",0.016824
787,9581,"(37.550262, -122.508926)","(37.568573, -122.510201)",0.018355
788,9582,"(37.568573, -122.510201)","(37.577099, -122.509354)",0.008568
789,9583,"(37.577099, -122.509354)","(37.583145, -122.507469)",0.006333
790,9584,"(37.583145, -122.507469)","(37.586006, -122.49961100000002)",0.008363
791,9585,"(37.586006, -122.49961100000002)","(37.592659000000005, -122.494308)",0.008507
792,9586,"(37.592659000000005, -122.494308)","(37.595669, -122.493652)",0.00308
793,9587,"(37.595669, -122.493652)","(37.597233, -122.494629)",0.001844
794,9588,"(37.597233, -122.494629)","(37.603188, -122.489571)",0.007813
