,Category,DayOfWeek,Date,Time,Location,StreetMatch,Distance
24552,ASSAULT,Friday,9/19/14,3:50,"(37.7977714997338, -122.4055247968)",8682,0.009218829
24553,"SEX OFFENSES, FORCIBLE",Friday,9/19/14,2:40,"(37.7664251362598, -122.43644263349)",8684,0.024218014
24554,ROBBERY,Friday,9/19/14,2:40,"(37.7664251362598, -122.43644263349)",8684,0.024218014
24555,ASSAULT,Friday,9/19/14,2:02,"(37.769169183708, -122.426823629512)",8684,0.014272057
24556,ROBBERY,Friday,9/19/14,0:15,"(37.7347331717697, -122.410829623756)",8833,0.010177433
24557,ROBBERY,Friday,9/19/14,0:15,"(37.7347331717697, -122.410829623756)",8833,0.010177433
24558,ASSAULT,Friday,9/19/14,0:15,"(37.7347331717697, -122.410829623756)",8833,0.010177433
24559,ROBBERY,Thursday,9/18/14,23:07,"(37.7134749361653, -122.434539756215)",8921,0.005988316
24560,ASSAULT,Thursday,9/18/14,21:54,"(37.7753128522284, -122.395021745914)",8611,0.003557546
24561,ASSAULT,Thursday,9/18/14,21:45,"(37.7878271137225, -122.408384275542)",8682,0.00580725
24562,KIDNAPPING,Thursday,9/18/14,21:45,"(37.7878271137225, -122.408384275542)",8682,0.00580725
24563,ASSAULT,Thursday,9/18/14,21:43,"(37.7871160984672, -122.403919148357)",8683,0.009265349
24564,ASSAULT,Thursday,9/18/14,21:37,"(37.7174592203046, -122.449239609655)",8922,0.008783222
24565,ASSAULT,Thursday,9/18/14,21:05,"(37.7562166627216, -122.418891810986)",8678,0.012310538
24566,ASSAULT,Thursday,9/18/14,21:00,"(37.7795845776674, -122.416769999704)",8683,0.005781501
24567,ROBBERY,Thursday,9/18/14,20:44,"(37.752007677913, -122.505409015615)",8696,0.002662611
24568,ROBBERY,Thursday,9/18/14,20:40,"(37.7520136931173, -122.505270868437)",8696,0.00252437
24569,ROBBERY,Thursday,9/18/14,20:15,"(37.7522391652625, -122.418448186101)",8678,0.015433684
24570,ASSAULT,Thursday,9/18/14,20:15,"(37.7522391652625, -122.418448186101)",8678,0.015433684
24571,DRUG/NARCOTIC,Thursday,9/18/14,20:13,"(37.7835699386918, -122.408421116922)",8683,0.003539181
24572,ASSAULT,Thursday,9/18/14,19:30,"(37.7871160984672, -122.403919148357)",8683,0.009265349
24573,ROBBERY,Thursday,9/18/14,19:26,"(37.7621213524354, -122.415543548355)",8678,0.00567847
24574,DRUG/NARCOTIC,Thursday,9/18/14,19:08,"(37.7698464875415, -122.44776112232)",8664,0.014909982
24575,ASSAULT,Thursday,9/18/14,18:55,"(37.78373004094, -122.413753670487)",8683,0.003241817
24576,DRUG/NARCOTIC,Thursday,9/18/14,18:50,"(37.769247063207, -122.426955631709)",8684,0.014392322
24577,ASSAULT,Thursday,9/18/14,18:45,"(37.775420706711, -122.403404791479)",8677,0.005638244
24578,DRUG/NARCOTIC,Thursday,9/18/14,18:31,"(37.7851670875517, -122.417903977564)",8683,0.007487293
24579,DRUG/NARCOTIC,Thursday,9/18/14,18:31,"(37.7851670875517, -122.417903977564)",8683,0.007487293
24580,ASSAULT,Thursday,9/18/14,18:20,"(37.7975040676778, -122.409159349858)",8682,0.006617869
24581,ASSAULT,Thursday,9/18/14,18:00,"(37.7285992928306, -122.429994074329)",8920,0.004356993
24582,ASSAULT,Thursday,9/18/14,17:45,"(37.7523063170181, -122.417360139477)",8678,0.014902245
24583,ROBBERY,Thursday,9/18/14,17:30,"(37.7973778387449, -122.41113936187)",8682,0.005722662
24584,DRUG/NARCOTIC,Thursday,9/18/14,17:15,"(37.778293520129, -122.415448759562)",8683,0.005254122
24585,ASSAULT,Thursday,9/18/14,17:00,"(37.729203356539, -122.374019331833)",8833,0.027278532
24586,ASSAULT,Thursday,9/18/14,17:00,"(37.729203356539, -122.374019331833)",8833,0.027278532
24587,DRUG/NARCOTIC,Thursday,9/18/14,15:40,"(37.7816136403158, -122.412054141237)",8683,0.000716661
24588,ASSAULT,Thursday,9/18/14,15:00,"(37.7827803469912, -122.454483056367)",8612,0.008734708
24589,ASSAULT,Thursday,9/18/14,14:07,"(37.7837069301545, -122.408595110869)",8683,0.003479688
24590,ROBBERY,Thursday,9/18/14,14:00,"(37.7848656939526, -122.412784096502)",8683,0.003601345
24591,ROBBERY,Thursday,9/18/14,14:00,"(37.7256933575703, -122.452289660492)",8936,0.01461531
24592,ASSAULT,Thursday,9/18/14,13:35,"(37.7329162539537, -122.416446124049)",8919,0.010697637
24593,ASSAULT,Thursday,9/18/14,13:35,"(37.7329162539537, -122.416446124049)",8919,0.010697637
24594,ASSAULT,Thursday,9/18/14,11:52,"(37.7836952269749, -122.410791677645)",8683,0.002197479
24595,ROBBERY,Thursday,9/18/14,11:24,"(37.7586764833002, -122.417413347097)",8678,0.009467171
24596,ASSAULT,Thursday,9/18/14,11:17,"(37.7816045741252, -122.412192555721)",8683,0.000854382
24597,ASSAULT,Thursday,9/18/14,10:55,"(37.7481084356047, -122.415397960717)",8679,0.012911996
24598,DRUG/NARCOTIC,Thursday,9/18/14,10:40,"(37.7813987340892, -122.409247675547)",8683,0.002098083
24599,DRUG/NARCOTIC,Thursday,9/18/14,10:19,"(37.8036341301778, -122.438303387855)",8607,0.008996528
24600,ASSAULT,Thursday,9/18/14,10:10,"(37.7748288206275, -122.438637446729)",8607,0.021665435
24601,DRUG/NARCOTIC,Thursday,9/18/14,8:27,"(37.7607356573712, -122.436657375769)",8678,0.025847331
24602,ASSAULT,Thursday,9/18/14,8:00,"(37.7731734400875, -122.396759086061)",8677,0.003139972
24603,ROBBERY,Thursday,9/18/14,7:20,"(37.7813095572679, -122.440785268816)",8607,0.014900592
24604,ASSAULT,Thursday,9/18/14,7:00,"(37.7875785395081, -122.399258163927)",8611,0.009463442
24605,ASSAULT,Thursday,9/18/14,6:00,"(37.7427030847405, -122.387927387609)",8833,0.014840002
24606,ASSAULT,Thursday,9/18/14,6:00,"(37.7427030847405, -122.387927387609)",8833,0.014840002
24607,"SEX OFFENSES, NON FORCIBLE",Thursday,9/18/14,6:00,"(37.7427030847405, -122.387927387609)",8833,0.014840002
24608,ASSAULT,Thursday,9/18/14,1:45,"(37.7593679080097, -122.419975883773)",8678,0.010851814
24609,ASSAULT,Thursday,9/18/14,0:24,"(37.7633758058059, -122.420434724553)",8678,0.009449711
24610,DRUG/NARCOTIC,Thursday,9/18/14,0:15,"(37.7901609310159, -122.423976158276)",8681,0.005343277
24611,"SEX OFFENSES, FORCIBLE",Wednesday,9/17/14,23:50,"(37.7895336904294, -122.428909653942)",8681,0.008805432
24612,"SEX OFFENSES, FORCIBLE",Wednesday,9/17/14,23:50,"(37.7895336904294, -122.428909653942)",8681,0.008805432
24613,KIDNAPPING,Wednesday,9/17/14,23:50,"(37.7895336904294, -122.428909653942)",8681,0.008805432
24614,ROBBERY,Wednesday,9/17/14,23:40,"(37.7787487070192, -122.395898776686)",8611,0.000185308
24615,DRUG/NARCOTIC,Wednesday,9/17/14,23:18,"(37.7749906792593, -122.410065781604)",8684,0.004655161
24616,DRUG/NARCOTIC,Wednesday,9/17/14,23:18,"(37.7749906792593, -122.410065781604)",8684,0.004655161
24617,DRUG/NARCOTIC,Wednesday,9/17/14,23:18,"(37.7749906792593, -122.410065781604)",8684,0.004655161
24618,DRUG/NARCOTIC,Wednesday,9/17/14,23:07,"(37.7875158741623, -122.407434989523)",8682,0.006722334
24619,ASSAULT,Wednesday,9/17/14,22:15,"(37.788440503956, -122.401817240144)",8682,0.011288783
24620,ASSAULT,Wednesday,9/17/14,22:15,"(37.788440503956, -122.401817240144)",8682,0.011288783
24621,ROBBERY,Wednesday,9/17/14,22:10,"(37.7640068508561, -122.507801507736)",8668,0.004482212
24622,ASSAULT,Wednesday,9/17/14,22:01,"(37.7212137432262, -122.395178860156)",8835,0.008022564
24623,ROBBERY,Wednesday,9/17/14,22:00,"(37.7850356913294, -122.441540269198)",8607,0.011103541
24624,ROBBERY,Wednesday,9/17/14,22:00,"(37.7681976977245, -122.42121339889)",8684,0.009019533
24625,ASSAULT,Wednesday,9/17/14,22:00,"(37.7748226184309, -122.419842305148)",8684,0.008043299
24626,ROBBERY,Wednesday,9/17/14,21:48,"(37.775420706711, -122.403404791479)",8677,0.005638244
24627,ROBBERY,Wednesday,9/17/14,21:00,"(37.7109639146394, -122.468105304613)",8936,0.007001883
24628,DRUG/NARCOTIC,Wednesday,9/17/14,20:53,"(37.7762075768262, -122.420332099593)",8684,0.009167696
24629,ROBBERY,Wednesday,9/17/14,20:45,"(37.715038637717, -122.432322444134)",8921,0.006538557
24630,ASSAULT,Wednesday,9/17/14,20:40,"(37.7191427463163, -122.460282668156)",8936,0.004387059
24631,ASSAULT,Wednesday,9/17/14,20:16,"(37.7837069301545, -122.408595110869)",8683,0.003479688
24632,ASSAULT,Wednesday,9/17/14,19:15,"(37.721943365, -122.435748489752)",8921,0.00414049
24633,ASSAULT,Wednesday,9/17/14,19:15,"(37.721943365, -122.435748489752)",8921,0.00414049
24634,ASSAULT,Wednesday,9/17/14,19:13,"(37.7329162539537, -122.416446124049)",8919,0.010697637
24635,ASSAULT,Wednesday,9/17/14,19:13,"(37.7329162539537, -122.416446124049)",8919,0.010697637
24636,DRUG/NARCOTIC,Wednesday,9/17/14,19:13,"(37.7329162539537, -122.416446124049)",8919,0.010697637
24637,ASSAULT,Wednesday,9/17/14,18:32,"(37.7535645746594, -122.395635436168)",8679,0.007879103
24638,DRUG/NARCOTIC,Wednesday,9/17/14,17:02,"(37.775420706711, -122.403404791479)",8677,0.005638244
24639,ROBBERY,Wednesday,9/17/14,16:45,"(37.7339497680852, -122.489713969124)",8829,0.012132992
24640,ASSAULT,Wednesday,9/17/14,16:30,"(37.7736224122729, -122.463749926391)",8664,0.00416898
24641,DRUG/NARCOTIC,Wednesday,9/17/14,16:19,"(37.775420706711, -122.403404791479)",8677,0.005638244
24642,ASSAULT,Wednesday,9/17/14,14:30,"(37.7774566611807, -122.41316085097)",8683,0.004496001
24643,DRUG/NARCOTIC,Wednesday,9/17/14,14:03,"(37.7819536537257, -122.410041631816)",8683,0.00135376
24644,DRUG/NARCOTIC,Wednesday,9/17/14,13:36,"(37.7347515640427, -122.393119692095)",8833,0.007545329
24645,DRUG/NARCOTIC,Wednesday,9/17/14,13:36,"(37.7347515640427, -122.393119692095)",8833,0.007545329
24646,ASSAULT,Wednesday,9/17/14,12:35,"(37.7321638759455, -122.421305348396)",8919,0.008464715
24647,ROBBERY,Wednesday,9/17/14,12:00,"(37.7546255872838, -122.41860030589)",8678,0.013442368
24648,ASSAULT,Wednesday,9/17/14,12:00,"(37.7794975702131, -122.393460953167)",8611,0.002364957
24649,DRUG/NARCOTIC,Wednesday,9/17/14,11:15,"(37.7691138797985, -122.434895339697)",8684,0.022299035
24650,DRUG/NARCOTIC,Wednesday,9/17/14,11:15,"(37.7691138797985, -122.434895339697)",8684,0.022299035
24651,ASSAULT,Wednesday,9/17/14,10:00,"(37.7825851968467, -122.415694922134)",8683,0.004473341
24652,ASSAULT,Wednesday,9/17/14,9:30,"(37.8029830783987, -122.41223801742)",8682,0.011148386
24653,ASSAULT,Wednesday,9/17/14,9:30,"(37.8029830783987, -122.41223801742)",8682,0.011148386
24654,ASSAULT,Wednesday,9/17/14,9:13,"(37.8070362071183, -122.413814292432)",8681,0.014493167
24655,KIDNAPPING,Wednesday,9/17/14,9:00,"(37.7546255872838, -122.41860030589)",8678,0.013442368
24656,ASSAULT,Wednesday,9/17/14,9:00,"(37.7546255872838, -122.41860030589)",8678,0.013442368
24657,ROBBERY,Wednesday,9/17/14,8:30,"(37.7170075647021, -122.469897156327)",8936,0.007203831
24658,ASSAULT,Wednesday,9/17/14,8:00,"(37.7810578352767, -122.434799498453)",8607,0.017121245
24659,ASSAULT,Wednesday,9/17/14,7:55,"(37.7886617324098, -122.416855510185)",8682,0.005325812
24660,ROBBERY,Wednesday,9/17/14,7:00,"(37.7586324051562, -122.419052694349)",8678,0.010624161
24661,ROBBERY,Wednesday,9/17/14,5:17,"(37.7820729312029, -122.412224164736)",8683,0.00101955
24662,ROBBERY,Wednesday,9/17/14,5:10,"(37.7626869631943, -122.418415888321)",8678,0.007787913
24663,ASSAULT,Wednesday,9/17/14,5:10,"(37.7626869631943, -122.418415888321)",8678,0.007787913
24664,ASSAULT,Wednesday,9/17/14,4:00,"(37.7887786674397, -122.391024911564)",8610,0.005322131
24665,ASSAULT,Wednesday,9/17/14,4:00,"(37.7166569724342, -122.474170989826)",8936,0.011385422
24666,ASSAULT,Wednesday,9/17/14,3:28,"(37.7638126844254, -122.456670565139)",8665,0.007372602
24667,ROBBERY,Wednesday,9/17/14,2:00,"(37.7860492230028, -122.418940110957)",8682,0.008599923
24668,ASSAULT,Wednesday,9/17/14,0:20,"(37.7991164443528, -122.411679447877)",8682,0.007332206
24669,ROBBERY,Wednesday,9/17/14,0:08,"(37.7138432563405, -122.435361935019)",8921,0.005241372
24670,ASSAULT,Tuesday,9/16/14,23:45,"(37.7739228047017, -122.474686297304)",8664,0.012772497
24671,ASSAULT,Tuesday,9/16/14,23:12,"(37.7196920262929, -122.438695075365)",8921,0.00149127
24672,DRUG/NARCOTIC,Tuesday,9/16/14,22:10,"(37.7882933915158, -122.408403859899)",8682,0.005480446
24673,ROBBERY,Tuesday,9/16/14,22:00,"(37.7839320277273, -122.412597377187)",8683,0.002678968
24674,ASSAULT,Tuesday,9/16/14,20:30,"(37.7739204424876, -122.431673447197)",8684,0.019186253
24675,ROBBERY,Tuesday,9/16/14,20:21,"(37.7384942168038, -122.494181118196)",8829,0.009579877
24676,ROBBERY,Tuesday,9/16/14,19:30,"(37.7871979591062, -122.409055191364)",8682,0.00582983
24677,DRUG/NARCOTIC,Tuesday,9/16/14,19:05,"(37.7150747131897, -122.442226397949)",8922,0.004240558
24678,DRUG/NARCOTIC,Tuesday,9/16/14,19:05,"(37.7150747131897, -122.442226397949)",8922,0.004240558
24679,ASSAULT,Tuesday,9/16/14,17:30,"(37.7750059428229, -122.491959380483)",8638,0.010138261
24680,ASSAULT,Tuesday,9/16/14,17:17,"(37.7522391652625, -122.418448186101)",8678,0.015433684
24681,ASSAULT,Tuesday,9/16/14,17:00,"(37.7838424505847, -122.432743822617)",8681,0.015515613
24682,ASSAULT,Tuesday,9/16/14,16:20,"(37.7751462916539, -122.419257894814)",8684,0.0076916
24683,ASSAULT,Tuesday,9/16/14,16:15,"(37.7395037039844, -122.462019698074)",8939,0.00834441
24684,ASSAULT,Tuesday,9/16/14,16:10,"(37.7423752245255, -122.421970919029)",8919,0.018654314
24685,ASSAULT,Tuesday,9/16/14,16:00,"(37.7831614109395, -122.411615075408)",8683,0.001618136
24686,ASSAULT,Tuesday,9/16/14,15:25,"(37.7808642652455, -122.428818526724)",8681,0.015794283
24687,ASSAULT,Tuesday,9/16/14,14:35,"(37.7846080818887, -122.411115854179)",8683,0.003049258
24688,ASSAULT,Tuesday,9/16/14,14:30,"(37.7616290325426, -122.422777007241)",8678,0.012222733
24689,ASSAULT,Tuesday,9/16/14,14:26,"(37.782346520673, -122.413893155951)",8683,0.002670462
24690,ASSAULT,Tuesday,9/16/14,14:10,"(37.7636337702985, -122.416230392543)",8678,0.005406958
24691,ASSAULT,Tuesday,9/16/14,14:10,"(37.7636337702985, -122.416230392543)",8678,0.005406958
24692,KIDNAPPING,Tuesday,9/16/14,14:10,"(37.7636337702985, -122.416230392543)",8678,0.005406958
24693,DRUG/NARCOTIC,Tuesday,9/16/14,14:00,"(37.7799444052046, -122.414317857881)",8683,0.00339211
24694,DRUG/NARCOTIC,Tuesday,9/16/14,14:00,"(37.7799444052046, -122.414317857881)",8683,0.00339211
24695,ASSAULT,Tuesday,9/16/14,13:30,"(37.779988809111, -122.465211313474)",8637,0.002143234
24696,DRUG/NARCOTIC,Tuesday,9/16/14,13:01,"(37.7856407526644, -122.417999278691)",8683,0.007807354
24697,ROBBERY,Tuesday,9/16/14,12:35,"(37.7517606134232, -122.404728798761)",8679,0.002818374
24698,ASSAULT,Tuesday,9/16/14,12:30,"(37.7544795194741, -122.420955639384)",8678,0.014959162
24699,DRUG/NARCOTIC,Tuesday,9/16/14,12:28,"(37.7564864109309, -122.406539115148)",8679,0.007667968
24700,ASSAULT,Tuesday,9/16/14,11:45,"(37.7948173520031, -122.423227151585)",8681,0.001131543
24701,ROBBERY,Tuesday,9/16/14,10:57,"(37.7285280627465, -122.475647460786)",8938,0.009801163
24702,DRUG/NARCOTIC,Tuesday,9/16/14,9:55,"(37.7826335031541, -122.41487855905)",8683,0.003696743
24703,DRUG/NARCOTIC,Tuesday,9/16/14,8:18,"(37.784476659022, -122.415414178631)",8683,0.005007314
24704,ASSAULT,Tuesday,9/16/14,8:00,"(37.7820144487195, -122.463210168307)",8637,0.001871409
24705,DRUG/NARCOTIC,Tuesday,9/16/14,7:50,"(37.7851670875517, -122.417903977564)",8683,0.007487293
24706,DRUG/NARCOTIC,Tuesday,9/16/14,7:50,"(37.7851670875517, -122.417903977564)",8683,0.007487293
24707,DRUG/NARCOTIC,Tuesday,9/16/14,7:42,"(37.7797870676495, -122.415127837608)",8683,0.004186102
24708,DRUG/NARCOTIC,Tuesday,9/16/14,7:38,"(37.7821198488931, -122.415669661443)",8683,0.004365807
24709,DRUG/NARCOTIC,Tuesday,9/16/14,3:14,"(37.7131072321423, -122.387833652325)",8874,0.012608504
24710,DRUG/NARCOTIC,Tuesday,9/16/14,3:14,"(37.7131072321423, -122.387833652325)",8874,0.012608504
24711,ASSAULT,Tuesday,9/16/14,3:00,"(37.7759612670837, -122.445652525154)",8637,0.017917492
24712,ROBBERY,Tuesday,9/16/14,2:01,"(37.7741786514476, -122.510032525985)",8667,0.006970062
24713,DRUG/NARCOTIC,Tuesday,9/16/14,1:38,"(37.7577363372928, -122.463082794078)",8676,0.00303636
24714,ASSAULT,Tuesday,9/16/14,1:20,"(37.7640972229024, -122.421738508476)",8678,0.010561166
24715,ASSAULT,Tuesday,9/16/14,0:40,"(37.7887865149028, -122.427062664511)",8681,0.00806264
24716,ASSAULT,Tuesday,9/16/14,0:01,"(37.7650501214668, -122.419671780296)",8678,0.00837995
24717,ASSAULT,Tuesday,9/16/14,0:01,"(37.7650501214668, -122.419671780296)",8678,0.00837995
24718,ASSAULT,Tuesday,9/16/14,0:01,"(37.7650501214668, -122.419671780296)",8678,0.00837995
24719,DRUG/NARCOTIC,Monday,9/15/14,23:18,"(37.7884353561249, -122.437978008235)",8607,0.009163245
24720,DRUG/NARCOTIC,Monday,9/15/14,23:18,"(37.7884353561249, -122.437978008235)",8607,0.009163245
24721,DRUG/NARCOTIC,Monday,9/15/14,22:43,"(37.7642205603745, -122.41965834371)",8678,0.008494768
24722,DRUG/NARCOTIC,Monday,9/15/14,22:30,"(37.793658838097, -122.403475873145)",8682,0.009285996
24723,DRUG/NARCOTIC,Monday,9/15/14,22:29,"(37.7700778989852, -122.426592754672)",8684,0.013944644
24724,ROBBERY,Monday,9/15/14,22:11,"(37.732919999818, -122.389038124217)",8833,0.011818382
24725,ASSAULT,Monday,9/15/14,22:05,"(37.786296190453, -122.408496298209)",8683,0.005517807
24726,ASSAULT,Monday,9/15/14,22:00,"(37.7432943274696, -122.426701243282)",8920,0.019416429
24727,ROBBERY,Monday,9/15/14,21:55,"(37.7828430233213, -122.413237516676)",8683,0.002287488
24728,ASSAULT,Monday,9/15/14,21:50,"(37.7381270935013, -122.391434800433)",8833,0.009714447
24729,ASSAULT,Monday,9/15/14,20:45,"(37.7387519497438, -122.390872523812)",8833,0.010452789
24730,DRUG/NARCOTIC,Monday,9/15/14,20:43,"(37.7399058489146, -122.411698615867)",8833,0.012050435
24731,ROBBERY,Monday,9/15/14,20:23,"(37.7638291911821, -122.407292171191)",8678,0.004563321
24732,ASSAULT,Monday,9/15/14,20:04,"(37.7802607511192, -122.418600974625)",8683,0.00737852
24733,ASSAULT,Monday,9/15/14,20:04,"(37.7802607511192, -122.418600974625)",8683,0.00737852
24734,ROBBERY,Monday,9/15/14,18:40,"(37.7218388160354, -122.458183462747)",8936,0.007802453
24735,ASSAULT,Monday,9/15/14,18:16,"(37.7677177520665, -122.415605496237)",8684,0.00450022
24736,ASSAULT,Monday,9/15/14,17:47,"(37.7650501214668, -122.419671780296)",8678,0.00837995
24737,ASSAULT,Monday,9/15/14,17:40,"(37.7828419848131, -122.421667086071)",8683,0.010406486
24738,ASSAULT,Monday,9/15/14,17:00,"(37.7481546893037, -122.40549909472)",8679,0.00337501
24739,ROBBERY,Monday,9/15/14,16:45,"(37.7795647498663, -122.431952436364)",8681,0.018437537
24740,ASSAULT,Monday,9/15/14,16:45,"(37.7795647498663, -122.431952436364)",8681,0.018437537
24741,ASSAULT,Monday,9/15/14,16:00,"(37.7851535640085, -122.433505032335)",8607,0.014507596
24742,ASSAULT,Monday,9/15/14,15:20,"(37.7208759515652, -122.429086132374)",8920,0.003933746
24743,KIDNAPPING,Monday,9/15/14,15:19,"(37.7451850943238, -122.442155766765)",8920,0.023666088
24744,DRUG/NARCOTIC,Monday,9/15/14,14:08,"(37.7842973843312, -122.410157073911)",8683,0.002975222
24745,DRUG/NARCOTIC,Monday,9/15/14,14:08,"(37.7842973843312, -122.410157073911)",8683,0.002975222
24746,DRUG/NARCOTIC,Monday,9/15/14,14:08,"(37.7842973843312, -122.410157073911)",8683,0.002975222
24747,DRUG/NARCOTIC,Monday,9/15/14,13:46,"(37.7969454448277, -122.405446187756)",8682,0.008774131
24748,DRUG/NARCOTIC,Monday,9/15/14,13:35,"(37.8057739875696, -122.412803753)",8682,0.013935752
24749,ASSAULT,Monday,9/15/14,13:30,"(37.7943634859292, -122.423310664521)",8681,0.001416272
24750,DRUG/NARCOTIC,Monday,9/15/14,13:08,"(37.787148807979, -122.409876622532)",8682,0.005415381
24751,ASSAULT,Monday,9/15/14,11:40,"(37.7530042877223, -122.406338412685)",8679,0.004850155
24752,ASSAULT,Monday,9/15/14,11:05,"(37.7827419623926, -122.414900544562)",8683,0.003750351
24753,ASSAULT,Monday,9/15/14,10:00,"(37.7815668300024, -122.40805253847)",8683,0.003286462
24754,ASSAULT,Monday,9/15/14,9:30,"(37.7317523387371, -122.383085144615)",8833,0.017884592
24755,ROBBERY,Monday,9/15/14,7:40,"(37.7292705200416, -122.432325871031)",8920,0.005116083
24756,ASSAULT,Monday,9/15/14,7:40,"(37.7292705200416, -122.432325871031)",8920,0.005116083
24757,ASSAULT,Monday,9/15/14,7:40,"(37.7292705200416, -122.432325871031)",8920,0.005116083
24758,DRUG/NARCOTIC,Monday,9/15/14,7:16,"(37.7537519445835, -122.488807893358)",8696,0.014040935
24759,ASSAULT,Monday,9/15/14,1:42,"(37.7561630112752, -122.420003504083)",8678,0.013062314
24760,DRUG/NARCOTIC,Monday,9/15/14,1:42,"(37.7561630112752, -122.420003504083)",8678,0.013062314
24761,ROBBERY,Monday,9/15/14,1:00,"(37.7830679886919, -122.415721688006)",8683,0.004632593
24762,"SEX OFFENSES, NON FORCIBLE",Sunday,9/14/14,23:30,"(37.730806609582, -122.375512968635)",8833,0.025505075
24763,ROBBERY,Sunday,9/14/14,23:20,"(37.7839916768161, -122.408068345148)",8683,0.004071393
24764,DRUG/NARCOTIC,Sunday,9/14/14,23:20,"(37.7839916768161, -122.408068345148)",8683,0.004071393
24765,ROBBERY,Sunday,9/14/14,22:40,"(37.7564229800263, -122.402671594737)",8679,0.006522262
24766,ASSAULT,Sunday,9/14/14,22:40,"(37.7564229800263, -122.402671594737)",8679,0.006522262
24767,ASSAULT,Sunday,9/14/14,22:20,"(37.7936738410812, -122.425541401572)",8681,0.00370645
24768,ASSAULT,Sunday,9/14/14,21:55,"(37.760801062884, -122.435563016294)",8678,0.024762695
24769,ASSAULT,Sunday,9/14/14,21:50,"(37.7841907151119, -122.414406029855)",8683,0.004036156
24770,ROBBERY,Sunday,9/14/14,21:30,"(37.7843533426568, -122.432914603494)",8681,0.015266003
24771,ASSAULT,Sunday,9/14/14,21:23,"(37.772411893408, -122.50774902863)",8667,0.004216658
24772,ROBBERY,Sunday,9/14/14,21:00,"(37.7850943210103, -122.407845374111)",8683,0.004964616
24773,ASSAULT,Sunday,9/14/14,20:50,"(37.7977588402975, -122.406409965318)",8682,0.008551414
24774,DRUG/NARCOTIC,Sunday,9/14/14,20:39,"(37.7877356891018, -122.418346670325)",8682,0.007076496
24775,DRUG/NARCOTIC,Sunday,9/14/14,20:39,"(37.7877356891018, -122.418346670325)",8682,0.007076496
24776,ASSAULT,Sunday,9/14/14,20:00,"(37.7194784623737, -122.396954396252)",8835,0.008039588
24777,ASSAULT,Sunday,9/14/14,19:57,"(37.7980228452184, -122.405863212632)",8682,0.0091307
24778,DRUG/NARCOTIC,Sunday,9/14/14,19:25,"(37.7725176473142, -122.485262988324)",8636,0.013196175
24779,ASSAULT,Sunday,9/14/14,19:15,"(37.7539240730786, -122.390731675467)",8679,0.012542068
24780,KIDNAPPING,Sunday,9/14/14,19:15,"(37.7539240730786, -122.390731675467)",8679,0.012542068
24781,ASSAULT,Sunday,9/14/14,18:42,"(37.7636068751025, -122.389860243921)",8677,0.010209887
24782,ASSAULT,Sunday,9/14/14,18:40,"(37.7659905181522, -122.403167977994)",8677,0.004378194
24783,DRUG/NARCOTIC,Sunday,9/14/14,17:35,"(37.7691662978052, -122.45353456066)",8664,0.009144541
24784,"SEX OFFENSES, FORCIBLE",Sunday,9/14/14,17:08,"(37.7402215628645, -122.498609400302)",8829,0.008200458
24785,ROBBERY,Sunday,9/14/14,17:00,"(37.7371699446203, -122.389865610332)",8833,0.010993457
24786,ASSAULT,Sunday,9/14/14,16:30,"(37.7641259075201, -122.402571216964)",8677,0.002797478
24787,ROBBERY,Sunday,9/14/14,16:22,"(37.7852686309087, -122.403070000847)",8683,0.009059714
24788,DRUG/NARCOTIC,Sunday,9/14/14,16:05,"(37.784696907904, -122.413609328985)",8683,0.003866616
24789,DRUG/NARCOTIC,Sunday,9/14/14,16:05,"(37.784696907904, -122.413609328985)",8683,0.003866616
24790,DRUG/NARCOTIC,Sunday,9/14/14,16:05,"(37.784696907904, -122.413609328985)",8683,0.003866616
24791,ASSAULT,Sunday,9/14/14,16:00,"(37.7809706722053, -122.408710606663)",8683,0.002695192
24792,ASSAULT,Sunday,9/14/14,16:00,"(37.7721069661669, -122.430436523474)",8684,0.017773575
24793,ASSAULT,Sunday,9/14/14,15:25,"(37.759556498494, -122.430421787109)",8678,0.020121539
24794,ASSAULT,Sunday,9/14/14,14:37,"(37.762462765244, -122.434659092708)",8678,0.023577616
24795,ASSAULT,Sunday,9/14/14,14:00,"(37.7866399955625, -122.440270476975)",8607,0.009807455
24796,ASSAULT,Sunday,9/14/14,13:54,"(37.764228935718, -122.419520367886)",8678,0.008357971
24797,ASSAULT,Sunday,9/14/14,13:54,"(37.764228935718, -122.419520367886)",8678,0.008357971
24798,ASSAULT,Sunday,9/14/14,13:00,"(37.733697890467, -122.401303579052)",8833,0.001522733
24799,DRUG/NARCOTIC,Sunday,9/14/14,11:49,"(37.726854596498, -122.43307534135)",8920,0.003294998
24800,ASSAULT,Sunday,9/14/14,11:00,"(37.7120610038332, -122.451217078416)",8923,0.00747454
24801,KIDNAPPING,Sunday,9/14/14,11:00,"(37.7120610038332, -122.451217078416)",8923,0.00747454
24802,DRUG/NARCOTIC,Sunday,9/14/14,10:46,"(37.7217169542794, -122.395946406663)",8835,0.007107173
24803,ASSAULT,Sunday,9/14/14,10:30,"(37.7892672343725, -122.416221156508)",8682,0.004456746
24804,ASSAULT,Sunday,9/14/14,10:15,"(37.7892672343725, -122.416221156508)",8682,0.004456746
24805,DRUG/NARCOTIC,Sunday,9/14/14,10:13,"(37.7677177520665, -122.415605496237)",8684,0.00450022
